"Year","LocationAbbr","LocationDesc","DataSource","TopicType","TopicDesc","MeasureDesc","Variable","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","GeoLocation","Topic Type ID","Topic ID","Measure ID","SubMeasureID","DisplayOrder"
"2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","106.6",,,"  AR  (34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE005","05"
"2008","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","29.1",,,"  MT  (47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE005","05"
"2008","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","87.2",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE004","04"
"2009","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","692.6",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE003","03"
"2005","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","693.5",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE003","03"
"2006","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","689.5","†","Excludes dental expenditures","  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE001","01"
"2007","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","902.9",,,"  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE003","03"
"2008","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","138.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  IN  (39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE006","06"
"2005","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","79.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE006","06"
"2008","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","97.9",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE002","02"
"2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","124.5",,,"  CO  (38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE005","05"
"2007","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","776.1",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE003","03"
"2006","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","267.5",,,"  NC  (35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE005","05"
"2005","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","343.9","†","Excludes dental expenditures","  MT  (47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE001","01"
"2008","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","44.0",,,"  SD  (44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE002","02"
"2007","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","805.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE006","06"
"2005","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","107.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  CT  (41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE006","06"
"2008","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","24.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  HI  (21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE006","06"
"2008","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","379.0",,,"  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE004","04"
"2005","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","519.3",,,"  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE005","05"
"2005","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","329.3",,,"  MD  (39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE002","02"
"2006","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","325.4",,,"  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE003","03"
"2007","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","375.9","†","Excludes dental expenditures","  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE001","01"
"2008","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,797.3",,,"  NC  (35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE003","03"
"2008","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","5,081.2",,,"  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE003","03"
"2009","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","59.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NV  (39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE006","06"
"2008","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","152.1",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE002","02"
"2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","608.7",,,"  AR  (34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE003","03"
"2007","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3,756.9","†","Excludes dental expenditures","  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE001","01"
"2006","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","26.7",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE005","05"
"2006","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","329.3",,,"  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE005","05"
"2008","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","968.6",,,"  KY  (37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE003","03"
"2007","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","228.1","†","Excludes dental expenditures","  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE001","01"
"2006","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","28.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE006","06"
"2009","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","539.3",,,"  GA  (32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE002","02"
"2007","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","4,967.9",,,"  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE003","03"
"2006","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","8.4",,,"  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE005","05"
"2006","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","44.6",,,"  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE004","04"
"2006","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","63.6",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE002","02"
"2006","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","269.9",,,"  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE002","02"
"2007","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,255.8",,,"  MD  (39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE003","03"
"2008","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","8,161.3","†","Excludes dental expenditures","  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE001","01"
"2006","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","27.6",,,"  SD  (44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE005","05"
"2006","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","537.6",,,"  MI  (44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE002","02"
"2007","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","208.3",,,"  WI  (44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE005","05"
"2006","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","26.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE006","06"
"2007","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","476.4","†","Excludes dental expenditures","  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE001","01"
"2008","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","827.8",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE003","03"
"2008","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","351.2","†","Excludes dental expenditures","  SD  (44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE001","01"
"2006","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","49.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NV  (39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE006","06"
"2005","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","633.5","†","Excludes dental expenditures","  NM  (34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE001","01"
"2005","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","249.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  IL  (40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE006","06"
"2007","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,377.9","†","Excludes dental expenditures","  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE001","01"
"2008","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","225.1",,,"  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE004","04"
"2006","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","67.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NM  (34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE006","06"
